id,funding_round_id,funded_object_id,investor_object_id,,
14471,9626,c:36004,f:61,,
14472,9626,c:36004,f:3258,,
14473,9626,c:36004,f:2318,,
14474,9626,c:36004,f:892,,
14475,9627,c:36006,f:367,,
14476,9628,c:36033,f:1334,,
14477,9634,c:3805,f:851,,
14478,9634,c:3805,f:3877,,
14479,9634,c:3805,f:202,,
14480,9635,c:36059,f:34,,
14481,9636,c:36061,f:1658,,
14482,9636,c:36061,f:1391,,
14483,9636,c:36061,f:3878,,
14484,9636,c:36061,f:105,,
14485,9636,c:36061,f:966,,
14486,9636,c:36061,f:34,,
14487,9637,c:36061,f:966,,
14488,9637,c:36061,f:105,,
14489,9637,c:36061,f:34,,
14490,9638,c:10179,f:2143,,
14491,9638,c:10179,f:316,,
14492,9638,c:10179,f:26,,
14493,9638,c:10179,f:3880,,
14494,9641,c:36066,f:367,,
14495,9641,c:36066,f:10,,
14496,9641,c:36066,f:230,,
14497,9642,c:20156,f:111,,
14498,9642,c:20156,f:123,,
14499,9642,c:20156,f:717,,
14500,9642,c:20156,f:624,,
14501,9642,c:20156,f:881,,
14502,9643,c:36067,f:3882,,
14503,9643,c:36067,f:3883,,
14504,9643,c:36067,f:3884,,
14505,9645,c:36073,f:2760,,
14506,9645,c:36073,f:3885,,
14507,9645,c:36073,f:12,,
14508,9650,c:30492,f:1327,,
14509,9652,c:36075,f:3887,,
14510,9652,c:36075,f:64,,
14511,9655,c:15563,f:327,,
14512,9656,c:26795,f:245,,
14513,9656,c:26795,f:773,,
14514,9659,c:36082,f:1186,,
14515,9660,c:36084,f:36,,
14516,9660,c:36084,f:2326,,
14517,9661,c:36084,f:36,,
14518,9661,c:36084,f:3888,,
14519,9662,c:36084,f:36,,
14520,9662,c:36084,f:2326,,
14521,9663,c:36084,f:36,,
14522,9663,c:36084,f:3888,,
14523,9664,c:36086,f:2932,,
14524,9666,c:36122,f:61,,
14525,9666,c:36122,f:29,,
14526,9666,c:36122,f:23,,
14527,9667,c:10704,f:47,,
14528,9668,c:10704,f:47,,
14529,9669,c:10704,f:92,,
14530,9669,c:10704,f:1056,,
14531,9672,c:36151,f:272,,
14532,9672,c:36151,f:1320,,
14533,9673,c:36155,f:3893,,
14534,9674,c:36156,f:1059,,
14535,9677,c:15410,f:1921,,
14536,9677,c:15410,f:1530,,
14537,9677,c:15410,f:1456,,
14538,9681,c:36227,f:3897,,
14539,9681,c:36227,f:2994,,
14540,9681,c:36227,f:3898,,
14541,9681,c:36227,f:3298,,
14542,9682,c:31137,f:204,,
14543,9682,c:31137,f:1789,,
14544,9682,c:31137,f:2296,,
14545,9682,c:31137,f:3899,,
14546,9682,c:31137,f:951,,
14547,9682,c:31137,f:166,,
14548,9682,c:31137,f:3900,,
14549,9682,c:31137,f:2253,,
14550,9693,c:36255,f:316,,
14551,9694,c:36256,f:64,,
14552,9697,c:15547,f:49,,
14553,9697,c:15547,f:580,,
14554,9700,c:36276,f:2053,,
14555,9701,c:36289,f:99,,
14556,9701,c:36289,f:863,,
14557,9703,c:36290,f:3909,,
14558,9704,c:36292,f:3910,,
14559,9705,c:36294,f:619,,
14560,9706,c:36294,f:619,,
14561,9707,c:6418,f:1592,,
14562,9707,c:6418,f:1052,,
14563,9707,c:6418,f:3912,,
14564,9709,c:36300,f:534,,
14565,9710,c:36301,f:534,,
14566,9711,c:36302,f:534,,
14567,9712,c:36303,f:534,,
14568,9714,c:36306,f:4308,,
14569,9714,c:36306,f:4309,,
14570,9715,c:36310,f:295,,
14571,9715,c:36310,f:147,,
14572,9716,c:5604,f:42,,
14573,9716,c:5604,f:191,,
14574,9716,c:5604,f:136,,
14575,9716,c:5604,f:572,,
14576,9717,c:23778,f:1635,,
14577,9717,c:23778,f:1607,,
14578,9717,c:23778,f:2510,,
14579,9717,c:23778,f:539,,
14580,9718,c:28939,f:1140,,
14581,9718,c:28939,f:114,,
14582,9720,c:36316,f:1890,,
14583,9720,c:36316,f:573,,
14584,9720,c:36316,f:2739,,
14585,9720,c:36316,f:191,,
14586,9722,c:36318,f:272,,
14587,9724,c:23320,f:2510,,
14588,9724,c:23320,f:737,,
14589,9724,c:23320,f:3809,,
14590,9725,c:23192,f:892,,
14591,9726,c:23192,f:258,,
14592,9727,c:23192,f:23,,
14593,9728,c:23192,f:581,,
14594,9731,c:28718,f:3127,,
14595,9731,c:28718,f:48,,
14596,9733,c:22203,f:3181,,
14597,9733,c:22203,f:74,,
14598,9733,c:22203,f:737,,
14599,9733,c:22203,f:925,,
14600,9733,c:22203,f:3541,,
14601,9733,c:22203,f:3809,,
14602,9733,c:22203,f:446,,
14603,9734,c:36393,f:137,,
14604,9736,c:12232,f:134,,
14605,9736,c:12232,f:248,,
14606,9736,c:12232,f:2101,,
14607,9737,c:425,f:4,,
14608,9737,c:425,f:17,,
14609,9738,c:13720,f:2214,,
14610,9739,c:13720,f:2214,,
14611,9740,c:14028,f:528,,
14612,9740,c:14028,f:147,,
14613,9741,c:36432,f:2764,,
14614,9741,c:36432,f:2472,,
14615,9741,c:36432,f:2257,,
14616,9741,c:36432,f:346,,
14617,9741,c:36432,f:42,,
14618,9741,c:36432,f:2828,,
14619,9741,c:36432,f:1973,,
14620,9741,c:36432,f:2646,,
14621,9741,c:36432,f:1109,,
14622,9743,c:36443,f:1956,,
14623,9743,c:36443,f:2508,,
14624,9743,c:36443,f:3646,,
14625,9747,c:36465,f:3832,,
14626,9747,c:36465,f:4594,,
14627,9748,c:36466,f:36,,
14628,9748,c:36466,f:1389,,
14629,9749,c:3742,f:174,,
14630,9749,c:3742,f:53,,
14631,9749,c:3742,f:773,,
14632,9751,c:36468,f:17,,
14633,9751,c:36468,f:25,,
14634,9751,c:36468,f:2004,,
14635,9753,c:36484,f:215,,
14636,9753,c:36484,f:837,,
14637,9753,c:36484,f:1112,,
14638,9753,c:36484,f:1747,,
14639,9753,c:36484,f:1113,,
14640,9754,c:35995,f:96,,
14641,9754,c:35995,f:2020,,
14642,9755,c:21508,f:2778,,
14643,9755,c:21508,f:248,,
14644,9757,c:36491,f:1701,,
14645,9757,c:36491,f:191,,
14646,9758,c:13545,f:1199,,
14647,9760,c:36506,f:367,,
14648,9761,c:36507,f:367,,
14649,9762,c:36508,f:367,,
14650,9763,c:36509,f:367,,
14651,9764,c:3000,f:73,,
14652,9764,c:3000,f:844,,
14653,9764,c:3000,f:691,,
14654,9764,c:3000,f:179,,
14655,9764,c:3000,f:548,,
14656,9766,c:36579,f:2341,,
14657,9766,c:36579,f:2349,,
14658,9766,c:36579,f:3925,,
14659,9766,c:36579,f:3926,,
14660,9766,c:36579,f:4851,,
14661,9766,c:36579,f:4251,,
14662,9767,c:36579,f:2341,,
14663,9767,c:36579,f:2349,,
14664,9768,c:36580,f:3928,,
14665,9769,c:36581,f:2855,,
14666,9770,c:36581,f:2855,,
14667,9771,c:36582,f:2682,,
14668,9771,c:36582,f:2947,,
14669,9772,c:36582,f:2407,,
14670,9772,c:36582,f:2682,,
14671,9772,c:36582,f:3292,,
14672,9772,c:36582,f:3291,,
14673,9775,c:36582,f:2682,,
14674,9775,c:36582,f:2407,,
14675,9775,c:36582,f:3929,,
14676,9775,c:36582,f:3292,,
14677,9775,c:36582,f:2947,,
14678,9775,c:36582,f:3291,,
14679,9775,c:36582,f:3930,,
14680,9776,c:36582,f:3005,,
14681,9778,c:36584,f:3931,,
14682,9778,c:36584,f:3933,,
14683,9778,c:36584,f:2994,,
14684,9779,c:36584,f:3931,,
14685,9780,c:36585,f:1387,,
14686,9780,c:36585,f:2883,,
14687,9780,c:36585,f:725,,
14688,9780,c:36585,f:2764,,
14689,9781,c:36587,f:316,,
14690,9781,c:36587,f:2142,,
14691,9781,c:36587,f:2472,,
14692,9781,c:36587,f:3614,,
14693,9783,c:26718,f:1346,,
14694,9783,c:26718,f:3934,,
14695,9783,c:26718,f:2467,,
14696,9784,c:36588,f:2682,,
14697,9784,c:36588,f:2305,,
14698,9786,c:36590,f:1495,,
14699,9786,c:36590,f:1225,,
14700,9786,c:36590,f:94,,
14701,9786,c:36590,f:951,,
14702,9787,c:36591,f:318,,
14703,9787,c:36591,f:2472,,
14704,9788,c:36591,f:2472,,
14705,9788,c:36591,f:318,,
14706,9788,c:36591,f:2138,,
14707,9789,c:36591,f:318,,
14708,9789,c:36591,f:3935,,
14709,9789,c:36591,f:3821,,
14710,9789,c:36591,f:2138,,
14711,9789,c:36591,f:2472,,
14712,9791,c:36591,f:318,,
14713,9791,c:36591,f:3821,,
14714,9791,c:36591,f:2138,,
14715,9791,c:36591,f:2472,,
14716,9791,c:36591,f:2818,,
14717,9791,c:36591,f:3935,,
14718,9792,c:36592,f:2869,,
14719,9792,c:36592,f:3936,,
14720,9793,c:36592,f:1456,,
14721,9797,c:23139,f:13,,
14722,9797,c:23139,f:2737,,
14723,9797,c:23139,f:29,,
14724,9797,c:23139,f:3181,,
14725,9798,c:36613,f:3937,,
14726,9798,c:36613,f:3938,,
14727,9799,c:36614,f:3173,,
14728,9800,c:36615,f:2760,,
14729,9801,c:36615,f:1327,,
14730,9803,c:36617,f:195,,
14731,9803,c:36617,f:3377,,
14732,9803,c:36617,f:3772,,
14733,9803,c:36617,f:1575,,
14734,9803,c:36617,f:1186,,
14735,9803,c:36617,f:1551,,
14736,9803,c:36617,f:2941,,
14737,9803,c:36617,f:1503,,
14738,9804,c:4019,f:3939,,
14739,9804,c:4019,f:3940,,
14740,9804,c:4019,f:17,,
14741,9805,c:36619,f:41,,
14742,9807,c:13893,f:4412,,
14743,9808,c:13893,f:4412,,
14744,9809,c:36623,f:3942,,
14745,9809,c:36623,f:3943,,
14746,9809,c:36623,f:3944,,
14747,9811,c:36633,f:17,,
14748,9812,c:36642,f:3945,,
14749,9813,c:24707,f:2713,,
14750,9813,c:24707,f:696,,
14751,9814,c:24707,f:3646,,
14752,9815,c:15564,f:333,,
14753,9815,c:15564,f:50,,
14754,9815,c:15564,f:26,,
14755,9816,c:36648,f:3129,,
14756,9816,c:36648,f:1508,,
14757,9816,c:36648,f:3946,,
14758,9817,c:36650,f:41,,
14759,9817,c:36650,f:116,,
14760,9820,c:10424,f:1607,,
14761,9822,c:36657,f:2859,,
14762,9823,c:36658,f:1165,,
14763,9825,c:12348,f:2553,,
14764,9826,c:13540,f:2553,,
14765,9827,c:9036,f:2553,,
14766,9830,c:22784,f:66,,
14767,9830,c:22784,f:29,,
14768,9831,c:11391,f:316,,
14769,9833,c:36688,f:858,,
14770,9833,c:36688,f:284,,
14771,9834,c:36688,f:3398,,
14772,9834,c:36688,f:93,,
14773,9834,c:36688,f:858,,
14774,9835,c:36689,f:3005,,
14775,9835,c:36689,f:2764,,
14776,9836,c:36689,f:952,,
14777,9837,c:5488,f:316,,
14778,9837,c:5488,f:94,,
14779,9837,c:5488,f:1,,
14780,9837,c:5488,f:92,,
14781,9837,c:5488,f:1831,,
14782,9838,c:25162,f:2739,,
14783,9838,c:25162,f:2926,,
14784,9838,c:25162,f:2865,,
14785,9839,c:36691,f:3947,,
14786,9840,c:36692,f:786,,
14787,9842,c:13082,f:1701,,
14788,9842,c:13082,f:215,,
14789,9842,c:13082,f:529,,
14790,9842,c:13082,f:238,,
14791,9844,c:19018,f:1607,,
14792,9845,c:36702,f:730,,
14793,9848,c:36712,f:3948,,
14794,9848,c:36712,f:2485,,
14795,9849,c:266,f:1924,,
14796,9849,c:266,f:4,,
14797,9849,c:266,f:80,,
14798,9849,c:266,f:116,,
14799,9849,c:266,f:174,,
14800,9850,c:26802,f:91,,
14801,9850,c:26802,f:13,,
14802,9850,c:26802,f:10,,
14803,9851,c:26802,f:13,,
14804,9851,c:26802,f:10,,
14805,9853,c:36717,f:951,,
14806,9854,c:36717,f:215,,
14807,9854,c:36717,f:192,,
14808,9854,c:36717,f:24,,
14809,9854,c:36717,f:1801,,
14810,9855,c:26552,f:3130,,
14811,9856,c:2417,f:62,,
14812,9856,c:2417,f:616,,
14813,9856,c:2417,f:737,,
14814,9859,c:36721,f:3949,,
14815,9859,c:36721,f:4348,,
14816,9861,c:2925,f:567,,
14817,9861,c:2925,f:375,,
14818,9861,c:2925,f:26,,
14819,9862,c:169,f:262,,
14820,9862,c:169,f:48,,
14821,9862,c:169,f:4,,
14822,9863,c:11391,f:4,,
14823,9863,c:11391,f:316,,
14824,9863,c:11391,f:3181,,
14825,9865,c:36741,f:244,,
14826,9865,c:36741,f:534,,
14827,9865,c:36741,f:3515,,
14828,9865,c:36741,f:2493,,
14829,9866,c:36742,f:1713,,
14830,9866,c:36742,f:2688,,
14831,9866,c:36742,f:909,,
14832,9867,c:15456,f:745,,
14833,9867,c:15456,f:74,,
14834,9869,c:2534,f:48,,
14835,9869,c:2534,f:2268,,
14836,9869,c:2534,f:149,,
14837,9869,c:2534,f:3950,,
14838,9870,c:36755,f:134,,
14839,9870,c:36755,f:443,,
14840,9870,c:36755,f:829,,
14841,9870,c:36755,f:552,,
14842,9871,c:14516,f:528,,
14843,9871,c:14516,f:111,,
14844,9871,c:14516,f:131,,
14845,9871,c:14516,f:1618,,
14846,9871,c:14516,f:220,,
14847,9874,c:422,f:3761,,
14848,9875,c:9782,f:737,,
14849,9875,c:9782,f:3951,,
14850,9875,c:9782,f:2510,,
14851,9875,c:9782,f:453,,
14852,9875,c:9782,f:2053,,
14853,9875,c:9782,f:3952,,
14854,9875,c:9782,f:4850,,
14855,9887,c:36784,f:2250,,
14856,9890,c:1827,f:761,,
14857,9891,c:36796,f:572,,
14858,9891,c:36796,f:137,,
14859,9891,c:36796,f:7,,
14860,9891,c:36796,f:503,,
14861,9891,c:36796,f:392,,
14862,9891,c:36796,f:2948,,
14863,9891,c:36796,f:561,,
14864,9891,c:36796,f:1059,,
14865,9892,c:36797,f:502,,
14866,9892,c:36797,f:26,,
14867,9893,c:36799,f:1857,,
14868,9893,c:36799,f:1699,,
14869,9894,c:32763,f:87,,
14870,9899,c:5487,f:42,,
14871,9899,c:5487,f:215,,
14872,9899,c:5487,f:333,,
14873,9901,c:27034,f:2858,,
14874,9903,c:36842,f:12,,
14875,9903,c:36842,f:1368,,
14876,9916,c:36868,f:1231,,
14877,9917,c:36868,f:1231,,
14878,9917,c:36868,f:2151,,
14879,9920,c:15913,f:3986,,
14880,9927,c:12178,f:279,,
14881,9929,c:29047,f:745,,
14882,9929,c:29047,f:737,,
14883,9929,c:29047,f:122,,
14884,9930,c:36881,f:761,,
14885,9930,c:36881,f:2682,,
14886,9930,c:36881,f:3897,,
14887,9930,c:36881,f:2243,,
14888,9931,c:36882,f:1498,,
14889,9938,c:36886,f:3389,,
14890,9941,c:36891,f:2641,,
14891,9941,c:36891,f:3958,,
14892,9941,c:36891,f:2244,,
14893,9941,c:36891,f:1654,,
14894,9941,c:36891,f:957,,
14895,9942,c:36892,f:1749,,
14896,9942,c:36892,f:316,,
14897,9942,c:36892,f:272,,
14898,9943,c:36866,f:1754,,
14899,9944,c:36913,f:3959,,
14900,9949,c:36920,f:12,,
14901,9956,c:11042,f:1,,
14902,9956,c:11042,f:173,,
14903,9956,c:11042,f:4850,,
14904,9956,c:11042,f:3181,,
14905,9959,c:36932,f:856,,
14906,9959,c:36932,f:66,,
14907,9959,c:36932,f:41,,
14908,9959,c:36932,f:461,,
14909,9959,c:36932,f:234,,
14910,9960,c:36932,f:461,,
14911,9960,c:36932,f:234,,
14912,9960,c:36932,f:41,,
14913,9961,c:36932,f:41,,
14914,9962,c:36932,f:41,,
14915,9963,c:36934,f:123,,
14916,9963,c:36934,f:243,,
14917,9964,c:36934,f:123,,
14918,9964,c:36934,f:243,,
14919,9965,c:36936,f:417,,
14920,9965,c:36936,f:267,,
14921,9972,c:36933,f:394,,
14922,9973,c:36943,f:367,,
14923,9977,c:36947,f:279,,
14924,9977,c:36947,f:73,,
14925,9978,c:36949,f:4594,,
14926,9979,c:36935,f:497,,
14927,9980,c:35967,f:105,,
14928,9982,c:36962,f:1007,,
14929,9983,c:9972,f:2553,,
14930,9984,c:6437,f:2553,,
14931,9985,c:12334,f:2553,,
14932,9986,c:10062,f:2553,,
14933,9988,c:36976,f:1852,,
14934,9989,c:7640,f:733,,
14935,9989,c:7640,f:484,,
14936,9989,c:7640,f:26,,
14937,9989,c:7640,f:734,,
14938,9990,c:21125,f:41,,
14939,9990,c:21125,f:29,,
14940,9999,c:3024,f:568,,
14941,9999,c:3024,f:905,,
14942,9999,c:3024,f:72,,
14943,10009,c:29926,f:116,,
14944,10009,c:29926,f:105,,
14945,10010,c:25962,f:890,,
14946,10012,c:13460,f:472,,
14947,10012,c:13460,f:2157,,
14948,10015,c:26768,f:3159,,
14949,10017,c:22319,f:494,,
14950,10018,c:16009,f:1732,,
14951,10018,c:16009,f:1733,,
14952,10019,c:7199,f:101,,
14953,10019,c:7199,f:650,,
14954,10019,c:7199,f:649,,
14955,10021,c:9614,f:1462,,
14956,10021,c:9614,f:492,,
14957,10023,c:1841,f:89,,
14958,10024,c:19234,f:94,,
14959,10024,c:19234,f:812,,
14960,10026,c:8553,f:4,,
14961,10026,c:8553,f:155,,
14962,10026,c:8553,f:61,,
14963,10027,c:19877,f:388,,
14964,10027,c:19877,f:367,,
14965,10027,c:19877,f:80,,
14966,10028,c:12702,f:952,,
14967,10029,c:10677,f:116,,
14968,10029,c:10677,f:23,,
14969,10033,c:1619,f:317,,
14970,10033,c:1619,f:256,,
14971,10033,c:1619,f:1068,,
14972,10034,c:32412,f:3935,,
14973,10035,c:15407,f:3964,,
14974,10036,c:37074,f:230,,
14975,10041,c:37086,f:8263,,
14976,10042,c:37091,f:3967,,
14977,10042,c:37091,f:3968,,
14978,10042,c:37091,f:11,,
14979,10042,c:37091,f:251,,
14980,10042,c:37091,f:1699,,
14981,10042,c:37091,f:3677,,
14982,10042,c:37091,f:2503,,
14983,10044,c:21312,f:2211,,
14984,10045,c:37114,f:1845,,
14985,10045,c:37114,f:3970,,
14986,10049,c:30926,f:1530,,
14987,10050,c:339,f:45,,
14988,10050,c:339,f:28,,
14989,10050,c:339,f:806,,
14990,10050,c:339,f:532,,
14991,10051,c:4363,f:69,,
14992,10052,c:37151,f:909,,
14993,10053,c:37151,f:909,,
14994,10054,c:37151,f:909,,
14995,10055,c:37153,f:13,,
14996,10056,c:2893,f:70,,
14997,10056,c:2893,f:3660,,
14998,10056,c:2893,f:2075,,
14999,10058,c:37154,f:3931,,
15000,10059,c:29051,f:716,,
15001,10059,c:29051,f:737,,
15002,10059,c:29051,f:2510,,
15003,10061,c:33411,f:316,,
15004,10066,c:10111,f:443,,
15005,10066,c:10111,f:2601,,
15006,10069,c:8984,f:17,,
15007,10072,c:37171,f:3975,,
15008,10072,c:37171,f:12,,
15009,10073,c:37171,f:12,,
15010,10075,c:37173,f:331,,
15011,10076,c:37173,f:248,,
15012,10076,c:37173,f:1963,,
15013,10076,c:37173,f:2655,,
15014,10076,c:37173,f:3050,,
15015,10076,c:37173,f:2712,,
15016,10082,c:4091,f:446,,
15017,10083,c:37177,f:573,,
15018,10083,c:37177,f:133,,
15019,10083,c:37177,f:3976,,
15020,10083,c:37177,f:3978,,
15021,10083,c:37177,f:2982,,
15022,10083,c:37177,f:3979,,
15023,10083,c:37177,f:2001,,
15024,10083,c:37177,f:3980,,
15025,10084,c:37177,f:129,,
15026,10084,c:37177,f:133,,
15027,10084,c:37177,f:2001,,
15028,10084,c:37177,f:3976,,
15029,10084,c:37177,f:573,,
15030,10084,c:37177,f:2982,,
15031,10084,c:37177,f:3977,,
15032,10084,c:37177,f:3978,,
15033,10084,c:37177,f:130,,
15034,10087,c:36825,f:29,,
15035,10087,c:36825,f:581,,
15036,10088,c:37180,f:3981,,
15037,10089,c:30289,f:767,,
15038,10089,c:30289,f:1391,,
15039,10089,c:30289,f:768,,
15040,10089,c:30289,f:3465,,
15041,10091,c:15135,f:691,,
15042,10091,c:15135,f:335,,
15043,10091,c:15135,f:4251,,
15044,10092,c:37189,f:2508,,
15045,10093,c:37191,f:3982,,
15046,10094,c:37192,f:3982,,
15047,10095,c:33925,f:1035,,
15048,10100,c:36848,f:1492,,
15049,10100,c:36848,f:147,,
15050,10100,c:36848,f:508,,
15051,10100,c:36848,f:2252,,
15052,10100,c:36848,f:1557,,
15053,10101,c:33586,f:1178,,
15054,10101,c:33586,f:898,,
15055,10101,c:33586,f:4232,,
15056,10101,c:33586,f:1178,,
15057,10103,c:37237,f:3984,,
15058,10105,c:15949,f:3737,,
15059,10107,c:11852,f:3440,,
15060,10109,c:23900,f:3985,,
15061,10111,c:16697,f:10,,
15062,10111,c:16697,f:1238,,
15063,10114,c:37241,f:243,,
15064,10114,c:37241,f:141,,
15065,10114,c:37241,f:7075,,
15066,10115,c:36866,f:1754,,
15067,10116,c:1639,f:985,,
15068,10116,c:1639,f:249,,
15069,10128,c:1612,f:74,,
15070,10129,c:37254,f:1589,,
15071,10129,c:37254,f:2928,,
15072,10131,c:29778,f:116,,
15073,10133,c:37271,f:3110,,
15074,10133,c:37271,f:711,,
15075,10133,c:37271,f:3988,,
15076,10134,c:16567,f:111,,
15077,10134,c:16567,f:105,,
15078,10134,c:16567,f:262,,
15079,10134,c:16567,f:998,,
15080,10137,c:6498,f:3497,,
15081,10138,c:22601,f:286,,
15082,10138,c:22601,f:41,,
15083,10145,c:37335,f:123,,
15084,10145,c:37335,f:243,,
15085,10150,c:37335,f:123,,
15086,10150,c:37335,f:243,,
15087,10151,c:37335,f:123,,
15088,10151,c:37335,f:243,,
15089,10153,c:34633,f:745,,
15090,10154,c:34633,f:745,,
15091,10155,c:22212,f:748,,
15092,10155,c:22212,f:180,,
15093,10160,c:37343,f:24,,
15094,10160,c:37343,f:41,,
15095,10161,c:37343,f:262,,
15096,10162,c:37343,f:24,,
15097,10162,c:37343,f:41,,
15098,10169,c:37357,f:2288,,
15099,10170,c:37359,f:3989,,
15100,10171,c:1751,f:99,,
15101,10173,c:37366,f:3990,,
15102,10174,c:36490,f:63,,
15103,10175,c:37367,f:26,,
15104,10175,c:37367,f:2641,,
15105,10179,c:37383,f:3522,,
15106,10179,c:37383,f:3991,,
15107,10179,c:37383,f:3992,,
15108,10188,c:37242,f:17,,
15109,10188,c:37242,f:773,,
15110,10188,c:37242,f:7,,
15111,10198,c:37455,f:2560,,
15112,10198,c:37455,f:1122,,
15113,10198,c:37455,f:4002,,
15114,10199,c:37456,f:1551,,
15115,10199,c:37456,f:2941,,
15116,10199,c:37456,f:5587,,
15117,10200,c:37457,f:3522,,
15118,10201,c:37458,f:4003,,
15119,10202,c:37459,f:4004,,
15120,10203,c:37461,f:2574,,
15121,10204,c:37462,f:1896,,
15122,10204,c:37462,f:1430,,
15123,10205,c:37485,f:3983,,
15124,10206,c:37473,f:3983,,
15125,10210,c:37562,f:4013,,
15126,10213,c:37573,f:331,,
15127,10214,c:3093,f:262,,
15128,10214,c:3093,f:48,,
15129,10214,c:3093,f:245,,
15130,10224,c:37635,f:269,,
15131,10224,c:37635,f:3809,,
15132,10224,c:37635,f:4691,,
15133,10227,c:5779,f:114,,
15134,10227,c:5779,f:1140,,
15135,10229,c:16568,f:1313,,
15136,10229,c:16568,f:123,,
15137,10229,c:16568,f:4027,,
15138,10229,c:16568,f:147,,
15139,10232,c:1710,f:17,,
15140,10237,c:37647,f:580,,
15141,10237,c:37647,f:1831,,
15142,10237,c:37647,f:461,,
15143,10237,c:37647,f:160,,
15144,10238,c:37671,f:1560,,
15145,10239,c:37674,f:1142,,
15146,10240,c:37676,f:26,,
15147,10240,c:37676,f:1699,,
15148,10240,c:37676,f:4477,,
15149,10240,c:37676,f:70,,
15150,10240,c:37676,f:4018,,
15151,10240,c:37676,f:3633,,
15152,10240,c:37676,f:4058,,
15153,10241,c:37683,f:111,,
15154,10241,c:37683,f:42,,
15155,10241,c:37683,f:116,,
15156,10241,c:37683,f:712,,
15157,10241,c:37683,f:2143,,
15158,10242,c:28424,f:66,,
15159,10242,c:28424,f:2252,,
15160,10242,c:28424,f:1433,,
15161,10242,c:28424,f:3389,,
15162,10244,c:37688,f:279,,
15163,10245,c:37689,f:1469,,
15164,10245,c:37689,f:1031,,
15165,10246,c:37690,f:333,,
15166,10246,c:37690,f:149,,
15167,10246,c:37690,f:1699,,
15168,10246,c:37690,f:2619,,
15169,10246,c:37690,f:1563,,
15170,10246,c:37690,f:4019,,
15171,10246,c:37690,f:397,,
15172,10246,c:37690,f:4020,,
15173,10246,c:37690,f:672,,
15174,10246,c:37690,f:508,,
15175,10246,c:37690,f:4021,,
15176,10246,c:37690,f:3482,,
15177,10246,c:37690,f:2124,,
15178,10247,c:37694,f:3331,,
15179,10247,c:37694,f:4022,,
15180,10249,c:37704,f:36,,
15181,10251,c:37709,f:3130,,
15182,10251,c:37709,f:3120,,
15183,10252,c:37711,f:3267,,
15184,10252,c:37711,f:3052,,
15185,10253,c:37712,f:192,,
15186,10253,c:37712,f:191,,
15187,10253,c:37712,f:247,,
15188,10253,c:37712,f:892,,
15189,10253,c:37712,f:83,,
15190,10254,c:37713,f:3331,,
15191,10254,c:37713,f:346,,
15192,10254,c:37713,f:4025,,
15193,10254,c:37713,f:4026,,
15194,10254,c:37713,f:189,,
15195,10254,c:37713,f:367,,
15196,10254,c:37713,f:1255,,
15197,10255,c:37715,f:696,,
15198,10255,c:37715,f:1146,,
15199,10255,c:37715,f:1145,,
15200,10258,c:1483,f:593,,
15201,10258,c:1483,f:17,,
15202,10258,c:1483,f:147,,
15203,10258,c:1483,f:1290,,
15204,10258,c:1483,f:191,,
15205,10258,c:1483,f:4248,,
15206,10258,c:1483,f:3276,,
15207,10259,c:32475,f:101,,
15208,10259,c:32475,f:452,,
15209,10259,c:32475,f:1255,,
15210,10262,c:37730,f:716,,
15211,10262,c:37730,f:28,,
15212,10263,c:14,f:48,,
15213,10263,c:14,f:716,,
15214,10266,c:1287,f:332,,
15215,10267,c:10200,f:1106,,
15216,10267,c:10200,f:4276,,
15217,10267,c:10200,f:4106,,
15218,10269,c:23972,f:5636,,
15219,10270,c:34028,f:1317,,
15220,10272,c:37751,f:12,,
15221,10272,c:37751,f:596,,
15222,10272,c:37751,f:2044,,
15223,10274,c:37752,f:73,,
15224,10274,c:37752,f:3499,,
15225,10275,c:37754,f:539,,
15226,10277,c:6525,f:367,,
15227,10279,c:22726,f:955,,
15228,10280,c:15454,f:696,,
15229,10280,c:15454,f:910,,
15230,10280,c:15454,f:2230,,
15231,10282,c:37764,f:2499,,
15232,10283,c:34987,f:459,,
15233,10283,c:34987,f:1479,,
15234,10284,c:24252,f:7398,,
15235,10285,c:37766,f:507,,
15236,10285,c:37766,f:64,,
15237,10285,c:37766,f:1,,
15238,10285,c:37766,f:4030,,
15239,10287,c:37773,f:252,,
15240,10288,c:13645,f:64,,
15241,10288,c:13645,f:316,,
15242,10288,c:13645,f:1748,,
15243,10289,c:15832,f:2195,,
15244,10289,c:15832,f:23,,
15245,10289,c:15832,f:41,,
15246,10289,c:15832,f:712,,
15247,10289,c:15832,f:4689,,
15248,10290,c:37770,f:2839,,
15249,10290,c:37770,f:1928,,
15250,10291,c:37777,f:154,,
15251,10291,c:37777,f:1313,,
15252,10291,c:37777,f:134,,
15253,10292,c:37778,f:2257,,
15254,10292,c:37778,f:2211,,
15255,10292,c:37778,f:1974,,
15256,10292,c:37778,f:2220,,
15257,10293,c:1728,f:4031,,
15258,10295,c:37780,f:567,,
15259,10295,c:37780,f:762,,
15260,10296,c:1812,f:3127,,
15261,10296,c:1812,f:484,,
15262,10296,c:1812,f:4032,,
15263,10296,c:1812,f:2534,,
15264,10297,c:15395,f:262,,
15265,10298,c:37788,f:2902,,
15266,10298,c:37788,f:4033,,
15267,10299,c:34663,f:2764,,
15268,10299,c:34663,f:4035,,
15269,10299,c:34663,f:2129,,
